,Unnamed: 0,Unnamed: 0.1,n_genes,percent_mito,n_counts,scale_SLC17A7,scale_MGP,scale_GAD1,scale_NOV,scale_RASGRF2,scale_RORB,scale_CUX2,scale_PLCXD2,scale_SULF2,scale_CTGF,scale_PCP4,scale_SEMA3E,scale_NPY,scale_SST,scale_PVALB,scale_VIP,scale_CALB2,scale_CCK,scale_RELN,scale_FOS,scale_EGR1,scale_PROK2,scale_EGR2,scale_BDNF,scale_GJA1,scale_CTSS,scale_MBP,scale_FLT1,leiden_pca,leiden_scvi,x,y,z
899,899,921,28,0,1043421,0.025319424,0.007881256,0.050929922999999995,0.006847916,0.011473718,0.011344716000000001,0.023684338,0.006371759,0.020288384,0.019967292,0.004358046,0.007653343000000001,0.04358392,0.32938823,0.023438085,0.030920898999999998,0.008638265,0.036127944,0.030757481,0.025033737,0.026870797999999998,0.035251423999999996,0.019678738,0.006455417,0.035727236,0.032883108,0.07277942400000001,0.046345193,10,11,37.205999999999996,114.348,3.465
902,902,924,28,0,527822,0.076091744,0.004300459,0.024738265,0.00777164,0.013287182,0.016501428999999998,0.04626205,0.029461667,0.024656907000000002,0.020608231,0.017372556,0.021695442000000002,0.025828224,0.12200811,0.02540804,0.013972992,0.008460477,0.08448448,0.034742977,0.057833325,0.08531198,0.022146635,0.027152965,0.007628939,0.033960786,0.03905517,0.089594446,0.019662876,10,11,39.78,24.491999999999997,3.78
916,916,938,28,0,342939,0.058880932999999996,0.006966188000000001,0.07382635,0.021528717000000003,0.01094863,0.014769589,0.025115922000000002,0.018326145,0.02383122,0.023971766000000002,0.022227759,0.027154993,0.029052067999999997,0.1166772,0.07530024,0.030268613,0.007635074,0.07865957,0.019669938999999997,0.030593365,0.041671555,0.02221271,0.020648832,0.004560834000000001,0.025599599,0.04409761,0.10094794,0.024856675,10,11,45.942,34.398,2.835
917,917,939,28,0,468247,0.010859771,0.001342413,0.002550391,0.009061553,0.007287711,0.010437595,0.014719218000000001,0.007473333,0.026414936,0.018099288,0.004902605,0.025170012999999998,0.02259765,0.002993317,0.008591917,0.0037405840000000004,0.003873158,0.020420726,0.001582676,0.011664843999999999,0.008780583,0.008166408,0.009841556999999999,0.0027938670000000002,0.034133982,0.05748005,0.39185557,0.27316424,5,4,45.864,98.904,3.465
922,922,944,28,0,502452,0.055163465,0.006236523000000001,0.060640294000000004,0.011739032,0.010759065,0.015753288,0.036936834,0.020005463,0.022334415,0.021060158,0.013766391000000001,0.02482782,0.026248515,0.1480567,0.058982365,0.024061608999999998,0.007161651,0.08443359,0.016352053999999998,0.051977195,0.057992845999999994,0.024933951,0.024413014,0.00898219,0.02232743,0.03970443,0.08360074,0.021548966,10,11,48.593999999999994,41.028,3.465
923,923,945,28,0,340994,0.007411955,0.00113838,0.0017494370000000002,0.001505882,0.006284664000000001,0.010107743,0.0076230740000000005,0.005123905,0.022789347999999997,0.010327978,0.003453337,0.013187276999999999,0.018993597,0.002557016,0.00852917,0.002510931,0.003566115,0.019338645,0.002057288,0.01985884,0.007498193,0.008692690999999999,0.012224229,0.005559545999999999,0.022673195,0.060288258,0.3921412,0.32280812,5,4,48.282,114.27,5.985
940,940,963,28,0,1527709,0.041748863,0.009930359,0.070854515,0.007263965,0.011930241000000001,0.009987858,0.05191036,0.009063696999999999,0.015861403,0.012668239,0.0057196999999999994,0.013766686,0.04014992,0.30618337,0.021929482,0.03696813,0.011665868000000001,0.04886448400000001,0.052946694,0.042680245,0.053855963,0.02958636,0.022682708,0.0077468319999999995,0.015908672,0.022546977000000003,0.021552027999999997,0.004026396,10,11,57.408,6.474,3.15
944,944,967,28,0,2361883,0.06913122,0.008626802,0.074610725,0.003232231,0.016778026,0.008243836,0.023824852,0.017328631,0.02225763,0.011345891,0.023177867999999997,0.011008991000000001,0.05223502,0.25355500000000003,0.035177317,0.023920897000000003,0.017290402,0.048308708,0.005825301999999999,0.029803398999999998,0.06666167,0.025118023,0.012451549,0.004470379,0.044764567000000005,0.022694983999999998,0.063907936,0.00424817,10,11,59.123999999999995,52.571999999999996,2.52
948,948,971,28,0,777605,0.04301930599999999,0.006856042,0.056290417999999995,0.016025795,0.009728877,0.012446018,0.017624255,0.01463435,0.019295838,0.01766921,0.015852356,0.01584441,0.02973862,0.24130447,0.04510183,0.026352804,0.006691432,0.06465201,0.03384552,0.049995575,0.041859667999999996,0.027632404,0.022183416,0.010285114,0.022860312999999997,0.035821065,0.07633771,0.020051198,10,11,60.762,63.102,3.78
963,963,986,28,0,865752,0.048770823,0.0073105159999999995,0.07270326,0.012002396,0.009368639,0.012938831999999999,0.019334655,0.019594873999999998,0.01957896,0.019286891,0.020991676,0.019647483,0.024200954,0.17865758,0.060955875,0.022583662999999997,0.006173161,0.06991036,0.027040857999999997,0.053480845,0.042694114000000005,0.023980927000000003,0.021862397000000002,0.008884179,0.023886623,0.039430227000000005,0.094172806,0.020556439,10,11,65.988,67.47,4.41
